"AÑO","MES","CONGLOME","VIVIENDA","HOGAR","CODPERSO","UBIGEO","DOMINIO","ESTRATO","Ocup","Sexo","NiveEdu","FreqPag","Ingreso","HorasTrabj"
"2023","05","017747","017","11","01","140301","Costa",3,3,"Hombre",7,4,1200,48
"2023","05","017747","017","11","02","140301","Costa",3,6,"Mujer",5,4,390,52
"2023","05","017747","041","12","01","140301","Costa",3,4,"Hombre",5,4,2300,48
"2023","05","017747","065","11","01","140301","Costa",3,3,"Mujer",7,4,700,30
"2023","05","017747","087","11","01","140301","Costa",3,4,"Hombre",7,4,1050,40
"2023","05","017747","087","11","03","140301","Costa",3,3,"Hombre",9,4,1190,48
"2023","05","017747","087","11","04","140301","Costa",3,3,"Hombre",8,4,200,24
"2023","05","017747","159","11","02","140301","Costa",3,3,"Hombre",9,4,1025,40
"2023","05","017747","159","11","03","140301","Costa",3,3,"Hombre",9,4,1500,36
"2023","05","017747","183","11","01","140301","Costa",3,4,"Hombre",5,4,1000,91
"2023","05","017747","183","11","02","140301","Costa",3,4,"Mujer",5,4,1000,78
"2023","05","017762","038","11","01","140119","Costa",7,4,"Hombre",4,4,1250,72
"2023","05","017762","040","11","01","140119","Costa",7,4,"Hombre",5,4,805,45
"2023","05","017762","146","11","01","140119","Costa",7,4,"Hombre",4,4,720,36
"2023","05","017790","008","11","01","150121","Lima M",1,3,"Mujer",10,4,2000,21
"2023","05","017790","008","11","02","150121","Lima M",1,3,"Hombre",9,4,4000,48
"2023","05","017790","027","11","01","150121","Lima M",1,3,"Hombre",9,4,20000,0
"2023","05","017790","063","11","02","150121","Lima M",1,3,"Hombre",9,4,3500,96
"2023","05","017790","081","11","02","150121","Lima M",1,3,"Hombre",9,4,650,30
"2023","05","017790","099","11","01","150121","Lima M",1,3,"Hombre",9,4,4000,36
"2023","05","017790","099","11","02","150121","Lima M",1,3,"Mujer",9,4,4000,36
"2023","05","017790","171","11","01","150121","Lima M",1,3,"Hombre",9,4,1300,21
"2023","05","017790","171","11","02","150121","Lima M",1,3,"Mujer",9,4,2000,30
"2023","05","017794","007","11","01","150122","Lima M",1,3,"Mujer",7,4,2500,25
"2023","05","017794","049","11","01","150122","Lima M",1,3,"Hombre",9,4,7500,40
"2023","05","017794","072","11","01","150122","Lima M",1,3,"Hombre",10,4,905,14
"2023","05","017794","139","11","01","150122","Lima M",1,3,"Mujer",7,4,4000,40
"2023","05","017798","020","11","01","150106","Lima M",1,3,"Hombre",8,4,2000,24
"2023","05","017798","055","11","02","150106","Lima M",1,3,"Hombre",7,4,1455,48
"2023","05","017798","072","11","03","150106","Lima M",1,4,"Hombre",5,4,1420,54
"2023","05","017798","108","11","03","150106","Lima M",1,3,"Mujer",9,4,2600,30
"2023","05","017798","158","11","04","150106","Lima M",1,3,"Hombre",5,4,1020,47
"2023","05","017798","158","11","06","150106","Lima M",1,3,"Hombre",9,4,1400,32
"2023","05","017812","031","11","02","150110","Lima M",1,3,"Mujer",8,4,1630,17
"2023","05","017812","047","11","01","150110","Lima M",1,3,"Hombre",7,4,1500,44
"2023","05","017812","081","11","01","150110","Lima M",1,3,"Hombre",6,4,1880,48
"2023","05","017812","081","11","04","150110","Lima M",1,3,"Mujer",6,4,1450,48
"2023","05","017812","118","11","01","150110","Lima M",1,3,"Hombre",9,4,2040,48
"2023","05","017812","118","11","02","150110","Lima M",1,3,"Mujer",9,4,2570,45
"2023","05","017819","047","11","01","150101","Lima M",1,4,"Hombre",8,4,2500,52
"2023","05","017819","105","11","04","150101","Lima M",1,3,"Mujer",7,4,1145,54
"2023","05","017819","123","11","03","150101","Lima M",1,3,"Hombre",5,4,1025,48
"2023","05","017819","160","11","04","150101","Lima M",1,3,"Hombre",8,4,1200,48
"2023","05","017842","268","11","01","150122","Lima M",1,3,"Hombre",9,4,14125,35
"2023","05","017842","336","11","02","150122","Lima M",1,3,"Mujer",9,4,2000,45
"2023","05","017842","369","11","03","150122","Lima M",1,3,"Hombre",5,4,3420,44
"2023","05","017850","070","11","01","150128","Lima M",1,3,"Hombre",5,4,2800,59
"2023","05","017850","070","11","02","150128","Lima M",1,3,"Mujer",9,4,2850,50
"2023","05","017850","070","11","03","150128","Lima M",1,3,"Hombre",9,4,2280,60
"2023","05","017850","070","11","04","150128","Lima M",1,3,"Hombre",9,4,2280,60
"2023","05","017850","221","11","01","150128","Lima M",1,3,"Mujer",9,4,3150,20
"2023","05","017885","082","11","01","150103","Lima M",1,3,"Mujer",9,4,2500,25
"2023","05","017885","099","11","01","150103","Lima M",1,3,"Mujer",5,4,1380,42
"2023","05","017896","005","11","02","150110","Lima M",1,3,"Mujer",9,4,2240,44
"2023","05","017896","065","11","01","150110","Lima M",1,3,"Hombre",7,4,1800,40
"2023","05","017896","065","11","02","150110","Lima M",1,3,"Mujer",8,4,1700,32
"2023","05","017896","079","11","02","150110","Lima M",1,3,"Hombre",9,4,2850,58
"2023","05","017896","094","11","04","150110","Lima M",1,3,"Hombre",8,4,1025,47
"2023","05","017902","005","11","02","150108","Lima M",1,3,"Mujer",7,4,1800,24
"2023","05","017902","005","11","04","150108","Lima M",1,3,"Mujer",9,4,1000,40
"2023","05","017902","025","11","01","150108","Lima M",1,3,"Mujer",7,4,2260,40
"2023","05","017902","065","11","01","150108","Lima M",1,3,"Mujer",7,4,2500,40
"2023","05","017902","065","11","02","150108","Lima M",1,4,"Hombre",7,4,3200,45
"2023","05","017902","065","11","04","150108","Lima M",1,3,"Hombre",9,4,2200,20
"2023","05","017902","124","11","01","150108","Lima M",1,3,"Mujer",9,4,2400,40
"2023","05","017902","158","11","01","150108","Lima M",1,3,"Mujer",7,4,1000,40
"2023","05","017902","158","11","02","150108","Lima M",1,3,"Hombre",7,4,800,45
"2023","05","017902","175","11","01","150108","Lima M",1,3,"Hombre",9,4,5000,40
"2023","05","017902","175","11","02","150108","Lima M",1,3,"Mujer",10,4,5000,40
"2023","05","017902","175","11","03","150108","Lima M",1,3,"Hombre",9,4,2500,45
"2023","05","017916","002","11","02","150142","Lima M",1,3,"Mujer",9,4,1930,70
"2023","05","017916","040","11","02","150142","Lima M",1,3,"Hombre",5,4,1200,40
"2023","05","017916","056","11","02","150142","Lima M",1,3,"Mujer",9,4,1800,0
"2023","05","017916","112","11","01","150142","Lima M",1,3,"Hombre",6,4,1025,60
"2023","05","017916","112","11","03","150142","Lima M",1,4,"Hombre",5,4,1025,60
"2023","05","017921","094","11","02","150132","Lima M",1,4,"Hombre",7,4,1500,84
"2023","05","017921","131","11","03","150132","Lima M",1,4,"Hombre",5,4,3000,48
"2023","05","017965","013","11","01","150106","Lima M",1,3,"Hombre",4,4,1155,56
"2023","05","017965","019","11","02","150106","Lima M",1,4,"Hombre",5,4,1685,48
"2023","05","017968","007","11","04","150132","Lima M",1,3,"Hombre",5,4,1200,48
"2023","05","017968","030","11","01","150132","Lima M",1,4,"Mujer",3,4,1050,48
"2023","05","017968","099","11","01","150132","Lima M",1,3,"Mujer",7,4,700,24
"2023","05","017968","099","11","03","150132","Lima M",1,3,"Hombre",8,4,2300,44
"2023","05","017968","120","11","02","150132","Lima M",1,3,"Mujer",5,4,1200,48
"2023","05","017969","096","11","01","150103","Lima M",1,3,"Hombre",5,4,995,48
"2023","05","017969","154","11","01","150103","Lima M",1,3,"Hombre",7,4,1900,59
"2023","05","017983","015","11","02","150122","Lima M",1,4,"Hombre",6,4,1170,35
"2023","05","017983","027","11","02","150122","Lima M",1,3,"Mujer",8,4,3800,40
"2023","05","017983","027","11","03","150122","Lima M",1,3,"Hombre",8,4,2500,48
"2023","05","017983","038","11","01","150122","Lima M",1,3,"Mujer",9,4,1025,22
"2023","05","017983","050","11","02","150122","Lima M",1,3,"Mujer",9,4,5000,44
"2023","05","017983","050","11","04","150122","Lima M",1,3,"Hombre",9,4,2000,45
"2023","05","017983","061","11","01","150122","Lima M",1,3,"Hombre",8,4,5000,30
"2023","05","017983","106","11","01","150122","Lima M",1,4,"Mujer",9,4,1025,3
"2023","05","017983","106","11","02","150122","Lima M",1,3,"Mujer",7,4,1800,48
"2023","05","017983","106","11","03","150122","Lima M",1,4,"Hombre",8,4,1800,48
"2023","05","017994","049","11","03","150111","Lima M",1,3,"Mujer",8,4,570,4
"2023","05","017994","065","11","01","150111","Lima M",1,3,"Hombre",10,4,3000,0
"2023","05","017994","081","11","03","150111","Lima M",1,3,"Hombre",8,4,2800,48
"2023","05","017994","144","11","03","150111","Lima M",1,3,"Hombre",9,4,3500,30
"2023","05","017996","035","11","01","150141","Lima M",1,4,"Mujer",9,4,1300,70
"2023","05","017996","035","11","02","150141","Lima M",1,3,"Mujer",6,4,585,30
"2023","05","017996","053","11","02","150141","Lima M",1,3,"Hombre",8,4,1501,72
"2023","05","017996","053","11","04","150141","Lima M",1,4,"Hombre",5,4,1700,96
"2023","05","017996","102","11","02","150141","Lima M",1,3,"Mujer",8,4,1000,45
"2023","05","018009","003","11","01","150108","Lima M",1,3,"Mujer",9,4,2500,30
"2023","05","018009","003","11","04","150108","Lima M",1,4,"Hombre",5,4,2000,72
"2023","05","018009","086","11","01","150108","Lima M",1,3,"Hombre",5,4,2900,84
"2023","05","018009","106","11","01","150108","Lima M",1,6,"Mujer",4,4,1400,48
"2023","05","018009","127","11","04","150108","Lima M",1,4,"Hombre",5,4,1350,48
"2023","05","018009","127","11","06","150108","Lima M",1,4,"Hombre",5,4,1500,63
"2023","05","018018","052","11","01","150103","Lima M",1,4,"Hombre",7,4,2210,59
"2023","05","018018","110","11","01","150103","Lima M",1,3,"Mujer",5,4,1200,48
"2023","05","018018","124","11","01","150103","Lima M",1,4,"Hombre",5,4,2870,45
"2023","05","018026","005","11","01","150101","Lima M",1,3,"Hombre",7,4,7500,32
"2023","05","018026","022","11","01","150101","Lima M",1,3,"Hombre",9,4,4560,8
"2023","05","018026","022","11","03","150101","Lima M",1,4,"Mujer",8,4,1490,48
"2023","05","018026","073","11","01","150101","Lima M",1,3,"Hombre",10,4,4100,23
"2023","05","018026","073","11","02","150101","Lima M",1,3,"Mujer",9,4,3700,23
"2023","05","018026","091","11","01","150101","Lima M",1,3,"Hombre",10,4,8235,68
"2023","05","018026","091","11","02","150101","Lima M",1,3,"Mujer",7,4,2100,24
"2023","05","018026","108","11","01","150101","Lima M",1,3,"Hombre",7,4,4500,48
"2023","05","018026","108","11","03","150101","Lima M",1,3,"Hombre",5,4,1800,60
"2023","05","018039","044","11","03","150110","Lima M",1,3,"Mujer",8,4,1140,48
"2023","05","018039","059","11","01","150110","Lima M",1,4,"Hombre",8,4,5000,56
"2023","05","018065","015","11","01","150103","Lima M",1,4,"Mujer",5,4,1370,78
"2023","05","018065","015","11","02","150103","Lima M",1,4,"Hombre",5,4,1370,78
"2023","05","018135","019","11","01","150132","Lima M",1,3,"Hombre",7,4,2600,61
"2023","05","018135","082","11","04","150132","Lima M",1,3,"Hombre",5,4,1052,48
"2023","05","018135","082","11","05","150132","Lima M",1,3,"Mujer",5,4,1025,48
"2023","05","018139","058","11","02","150140","Lima M",1,3,"Hombre",8,4,2220,40
"2023","05","018139","058","11","03","150140","Lima M",1,3,"Hombre",9,4,2500,40
"2023","05","018139","058","11","04","150140","Lima M",1,3,"Mujer",8,4,1800,40
"2023","05","018139","068","11","02","150140","Lima M",1,3,"Mujer",8,4,2100,40
"2023","05","018139","088","12","01","150140","Lima M",1,3,"Mujer",5,4,1500,20
"2023","05","018139","088","12","02","150140","Lima M",1,3,"Mujer",5,4,665,24
"2023","05","018139","088","12","05","150140","Lima M",1,4,"Hombre",5,4,1500,48
"2023","05","018139","114","11","02","150140","Lima M",1,3,"Hombre",9,4,3000,98
"2023","05","018139","128","11","01","150140","Lima M",1,3,"Hombre",9,4,6000,40
"2023","05","018139","159","11","02","150140","Lima M",1,3,"Mujer",9,4,1500,45
"2023","05","018142","050","11","01","150135","Lima M",1,4,"Hombre",5,4,1950,40
"2023","05","018142","050","11","03","150135","Lima M",1,3,"Mujer",9,4,2000,84
"2023","05","018163","026","11","01","150119","Lima M",1,6,"Mujer",2,4,1500,83
"2023","05","018163","026","11","02","150119","Lima M",1,4,"Hombre",5,4,1355,56
"2023","05","018163","026","11","04","150119","Lima M",1,6,"Mujer",6,4,1000,40
"2023","05","018163","026","11","05","150119","Lima M",1,4,"Hombre",7,4,1355,56
"2023","05","018163","026","11","07","150119","Lima M",1,4,"Hombre",6,4,1130,40
"2023","05","018163","080","11","01","150119","Lima M",1,4,"Mujer",5,4,1365,72
"2023","05","018163","080","11","06","150119","Lima M",1,4,"Mujer",7,4,1320,60
"2023","05","018163","113","11","01","150119","Lima M",1,3,"Hombre",6,4,2500,43
"2023","05","018163","113","11","02","150119","Lima M",1,4,"Mujer",4,4,1700,72
"2023","05","018170","242","11","01","150101","Lima M",1,3,"Hombre",6,4,2500,48
"2023","05","018170","686","11","01","150101","Lima M",1,3,"Hombre",5,4,4000,48
"2023","05","018170","908","11","02","150101","Lima M",1,3,"Hombre",9,4,7500,48
"2023","05","018174","057","12","01","150122","Lima M",1,3,"Mujer",7,4,8000,45
"2023","05","018174","137","11","01","150122","Lima M",1,3,"Hombre",10,4,5200,37
"2023","05","018174","137","11","02","150122","Lima M",1,3,"Mujer",7,4,7250,40
"2023","05","018198","120","11","01","150111","Lima M",1,4,"Hombre",5,4,2800,32
"2023","05","018198","120","11","03","150111","Lima M",1,3,"Hombre",9,4,1120,48
"2023","05","018198","168","11","01","150111","Lima M",1,3,"Mujer",5,4,1025,30
"2023","05","018233","039","11","02","150115","Lima M",1,4,"Hombre",7,4,1030,48
"2023","05","018233","059","11","04","150115","Lima M",1,4,"Hombre",8,4,1025,45
"2023","05","018233","101","11","02","150115","Lima M",1,4,"Hombre",5,4,1800,44
"2023","05","018233","101","11","03","150115","Lima M",1,4,"Hombre",6,4,1025,56
"2023","05","018233","101","11","07","150115","Lima M",1,4,"Hombre",7,4,1500,60
"2023","05","018233","101","11","08","150115","Lima M",1,3,"Mujer",5,4,1000,48
"2023","05","018233","163","11","03","150115","Lima M",1,3,"Hombre",5,4,1200,44
"2023","05","018235","061","11","01","150142","Lima M",1,3,"Hombre",9,4,4545,46
"2023","05","018235","080","11","01","150142","Lima M",1,3,"Hombre",7,4,1500,48
"2023","05","018235","098","11","01","150142","Lima M",1,3,"Hombre",9,4,2250,40
"2023","05","018235","133","11","02","150142","Lima M",1,3,"Mujer",9,4,5000,45
"2023","05","018235","151","11","02","150142","Lima M",1,3,"Hombre",6,4,1770,72
"2023","05","018235","151","11","03","150142","Lima M",1,3,"Hombre",8,4,4750,48
"2023","05","018235","151","11","04","150142","Lima M",1,3,"Mujer",9,4,2200,40
"2023","05","018241","034","11","01","150132","Lima M",1,6,"Mujer",2,4,1200,48
"2023","05","018241","072","11","03","150132","Lima M",1,3,"Mujer",7,4,465,48
"2023","05","018241","090","11","03","150132","Lima M",1,3,"Hombre",5,4,1600,0
"2023","05","018241","108","11","04","150132","Lima M",1,3,"Mujer",5,4,1025,48
"2023","05","018241","126","11","01","150132","Lima M",1,3,"Mujer",9,4,2650,55
"2023","05","018265","016","11","01","150136","Lima M",1,3,"Hombre",9,4,3800,27
"2023","05","018265","043","11","01","150136","Lima M",1,3,"Hombre",8,4,1025,30
"2023","05","018265","111","11","02","150136","Lima M",1,3,"Hombre",9,4,5000,36
"2023","05","018265","111","11","03","150136","Lima M",1,3,"Hombre",9,4,2500,20
"2023","05","018265","124","11","01","150136","Lima M",1,3,"Mujer",8,4,2800,48
"2023","05","018265","124","11","02","150136","Lima M",1,3,"Hombre",5,4,2830,48
"2023","05","018292","018","11","01","150137","Lima M",1,3,"Hombre",8,4,2500,60
"2023","05","018292","111","11","01","150137","Lima M",1,4,"Hombre",5,4,4340,40
"2023","05","018292","111","11","03","150137","Lima M",1,3,"Mujer",7,4,3200,40
"2023","05","018292","130","11","01","150137","Lima M",1,3,"Hombre",5,4,1850,48
"2023","05","018303","032","11","03","150103","Lima M",1,3,"Mujer",9,4,2000,48
"2023","05","018303","053","11","01","150103","Lima M",1,3,"Mujer",7,4,2400,36
"2023","05","018303","053","11","02","150103","Lima M",1,3,"Hombre",9,4,2500,36
"2023","05","018324","024","11","02","150117","Lima M",1,3,"Mujer",10,4,1800,25
"2023","05","018324","040","11","01","150117","Lima M",1,3,"Mujer",6,4,2000,50
"2023","05","018324","057","11","01","150117","Lima M",1,3,"Mujer",7,4,2500,30
"2023","05","018324","057","11","02","150117","Lima M",1,3,"Hombre",9,4,1800,30
"2023","05","018324","074","11","01","150117","Lima M",1,3,"Mujer",9,4,1800,48
"2023","05","018324","074","11","02","150117","Lima M",1,3,"Mujer",9,4,2500,40
"2023","05","018324","107","11","03","150117","Lima M",1,3,"Hombre",9,4,1150,48
"2023","05","018324","157","11","01","150117","Lima M",1,3,"Hombre",7,4,1379,48
"2023","05","018329","013","11","02","150115","Lima M",1,3,"Mujer",8,4,1310,40
"2023","05","018329","013","11","04","150115","Lima M",1,3,"Hombre",7,4,1335,48
"2023","05","018329","030","11","03","150115","Lima M",1,3,"Hombre",8,4,2280,48
"2023","05","018329","030","11","04","150115","Lima M",1,3,"Hombre",9,4,1700,48
"2023","05","018329","046","11","01","150115","Lima M",1,3,"Hombre",7,4,2800,40
"2023","05","018329","046","11","02","150115","Lima M",1,3,"Mujer",9,4,2150,48
"2023","05","018329","140","11","01","150115","Lima M",1,4,"Hombre",5,4,1500,56
"2023","05","018363","024","11","02","150201","Costa",3,4,"Hombre",8,4,1800,84
"2023","05","018363","024","11","03","150201","Costa",3,3,"Mujer",8,4,900,30
"2023","05","018363","110","11","01","150201","Costa",3,3,"Mujer",10,4,4000,24
"2023","05","018363","110","11","05","150201","Costa",3,3,"Mujer",7,4,600,20
"2023","05","018363","132","11","03","150201","Costa",3,3,"Mujer",10,4,1700,36
"2023","05","018393","098","11","01","150204","Costa",3,3,"Hombre",9,4,1625,48
"2023","05","018402","014","11","03","150601","Costa",3,4,"Hombre",3,4,1290,84
"2023","05","018402","056","11","03","150601","Costa",3,3,"Mujer",7,4,1020,50
"2023","05","018402","077","11","01","150601","Costa",3,4,"Hombre",2,4,1200,48
"2023","05","018402","077","11","02","150601","Costa",3,4,"Mujer",3,4,1200,48
"2023","05","018402","099","11","01","150601","Costa",3,4,"Mujer",5,4,1025,66
"2023","05","018402","120","11","02","150601","Costa",3,4,"Mujer",5,4,90,14
"2023","05","018402","142","11","02","150601","Costa",3,4,"Hombre",5,4,1800,0
"2023","05","018440","053","11","01","150502","Costa",5,4,"Hombre",5,4,2000,48
"2023","05","018440","061","11","01","150502","Costa",5,3,"Hombre",3,4,1025,72
"2023","05","018451","024","11","01","150714","Costa",5,3,"Mujer",9,4,1200,40
"2023","05","018451","145","11","01","150714","Costa",5,4,"Hombre",5,4,1380,56
"2023","05","018453","099","11","03","150201","Costa",3,4,"Hombre",8,4,935,45
"2023","05","018456","001","11","01","150801","Costa",2,3,"Hombre",9,4,2500,16
"2023","05","018456","001","11","04","150801","Costa",2,4,"Hombre",8,4,3600,0
"2023","05","018456","001","11","07","150801","Costa",2,6,"Mujer",2,4,1000,40
"2023","05","018456","054","11","01","150801","Costa",2,3,"Hombre",7,4,1100,40
"2023","05","018456","054","11","02","150801","Costa",2,3,"Mujer",9,4,1500,40
"2023","05","018456","068","11","01","150801","Costa",2,3,"Mujer",9,4,2000,36
"2023","05","018456","078","11","02","150801","Costa",2,3,"Mujer",9,4,3500,36
"2023","05","018474","031","11","01","150605","Costa",3,4,"Hombre",5,4,1800,10
"2023","05","018474","048","11","07","150605","Costa",3,3,"Mujer",6,4,150,44
"2023","05","018474","065","11","01","150605","Costa",3,4,"Hombre",5,4,2226,72
"2023","05","018474","065","11","05","150605","Costa",3,4,"Hombre",5,4,1500,48
"2023","05","018474","101","11","02","150605","Costa",3,4,"Hombre",2,4,1275,48
"2023","05","018483","054","11","01","150601","Costa",3,3,"Mujer",9,4,2200,30
"2023","05","018483","096","11","01","150601","Costa",3,3,"Mujer",7,4,3000,25
"2023","05","018483","108","11","02","150601","Costa",3,3,"Hombre",9,4,1500,48
"2023","05","018483","108","11","03","150601","Costa",3,4,"Hombre",6,4,1600,50
"2023","05","018513","062","11","06","150604","Costa",7,4,"Hombre",5,4,955,38
"2023","05","018523","094","11","04","150806","Costa",8,3,"Hombre",9,4,4500,0
"2023","05","018523","097","11","01","150806","Costa",8,4,"Hombre",8,4,1025,48
"2023","05","018586","072","11","01","160113","Selva",2,3,"Hombre",7,4,3120,30
"2023","05","018586","103","11","03","160113","Selva",2,4,"Hombre",4,4,1060,55
"2023","05","018593","037","11","01","160113","Selva",2,4,"Mujer",2,4,515,50
"2023","05","018593","058","11","02","160113","Selva",2,3,"Mujer",9,4,2300,24
"2023","05","018593","058","11","03","160113","Selva",2,3,"Hombre",9,4,1200,48
"2023","05","018593","068","11","01","160113","Selva",2,3,"Hombre",9,4,3030,30
"2023","05","018593","068","11","02","160113","Selva",2,3,"Mujer",10,4,2815,25
"2023","05","018604","008","11","01","160101","Selva",2,3,"Hombre",10,4,3130,30
"2023","05","018604","008","11","02","160101","Selva",2,3,"Mujer",9,4,4320,0
"2023","05","018604","008","11","06","160101","Selva",2,6,"Mujer",5,4,920,72
"2023","05","018604","127","11","02","160101","Selva",2,3,"Hombre",9,4,4880,40
"2023","05","018604","151","12","03","160101","Selva",2,4,"Hombre",5,4,2050,40
"2023","05","018604","151","22","02","160101","Selva",2,3,"Hombre",9,4,6500,36
"2023","05","018631","071","11","01","160108","Selva",2,3,"Hombre",6,4,1500,40
"2023","05","018635","015","11","01","160108","Selva",2,3,"Hombre",10,4,3795,98
"2023","05","018635","045","11","03","160108","Selva",2,4,"Mujer",5,4,1500,46
"2023","05","018635","045","11","06","160108","Selva",2,3,"Hombre",5,4,1620,40
"2023","05","018635","061","11","01","160108","Selva",2,3,"Hombre",9,4,2710,40
"2023","05","018635","061","11","02","160108","Selva",2,3,"Mujer",9,4,4770,28
"2023","05","018635","061","11","05","160108","Selva",2,3,"Hombre",7,4,1085,36
"2023","05","018635","108","11","01","160108","Selva",2,3,"Mujer",9,4,4115,30
"2023","05","018635","108","11","03","160108","Selva",2,3,"Mujer",8,4,1025,24
"2023","05","018635","121","11","02","160108","Selva",2,3,"Mujer",9,4,3935,24
"2023","05","018635","153","11","01","160108","Selva",2,3,"Hombre",7,4,3340,25
"2023","05","018655","083","11","02","160113","Selva",2,6,"Mujer",4,4,870,60
"2023","05","018655","083","11","03","160113","Selva",2,4,"Hombre",5,4,1200,44
"2023","05","018657","025","11","01","160703","Selva",5,4,"Hombre",5,4,1500,72
"2023","05","018657","039","11","01","160703","Selva",5,4,"Hombre",4,4,750,60
"2023","05","018657","069","11","01","160703","Selva",5,3,"Mujer",9,4,3000,40
"2023","05","018657","083","11","03","160703","Selva",5,4,"Hombre",3,4,150,18
"2023","05","018662","004","11","03","160501","Selva",4,3,"Mujer",9,4,1505,45
"2023","05","018662","107","11","03","160501","Selva",4,3,"Hombre",7,4,2630,0
"2023","05","018662","148","11","01","160501","Selva",4,3,"Mujer",7,4,2275,24
"2023","05","018698","085","11","01","160206","Selva",5,4,"Hombre",4,4,1300,48
"2023","05","018741","046","11","01","160303","Selva",6,4,"Hombre",5,4,1500,40
"2023","05","018741","064","11","03","160303","Selva",6,4,"Hombre",4,4,900,42
"2023","05","018754","303","11","07","160108","Selva",7,4,"Hombre",0,4,300,98
"2023","05","018759","159","11","05","160305","Selva",7,3,"Hombre",7,4,3080,24
"2023","05","018759","312","11","04","160305","Selva",7,4,"Hombre",2,4,30,3
"2023","05","018759","313","11","05","160305","Selva",7,3,"Mujer",5,4,1670,7
"2023","05","018802","010","11","01","170101","Selva",3,4,"Hombre",6,4,1200,56
"2023","05","018802","010","11","02","170101","Selva",3,3,"Mujer",6,4,1250,72
"2023","05","018802","010","11","05","170101","Selva",3,3,"Mujer",7,4,1500,49
"2023","05","018802","025","11","02","170101","Selva",3,3,"Mujer",7,4,2000,30
"2023","05","018817","030","11","03","170101","Selva",3,3,"Hombre",5,4,950,48
"2023","05","018817","030","11","04","170101","Selva",3,4,"Hombre",5,4,420,48
"2023","05","018817","030","11","05","170101","Selva",3,3,"Mujer",7,4,1800,24
"2023","05","018817","119","11","01","170101","Selva",3,3,"Hombre",9,4,5050,0
"2023","05","018817","119","11","02","170101","Selva",3,3,"Mujer",10,4,4500,35
"2023","05","018817","119","11","03","170101","Selva",3,3,"Hombre",9,4,4500,40
"2023","05","018831","040","11","02","170101","Selva",3,3,"Mujer",7,4,2500,40
"2023","05","018831","071","11","03","170101","Selva",3,3,"Mujer",9,4,3800,40
"2023","05","018846","017","11","01","170104","Selva",5,3,"Hombre",9,4,2600,24
"2023","05","018850","021","11","02","170103","Selva",5,3,"Hombre",5,4,3000,56
"2023","05","018850","035","11","03","170103","Selva",5,4,"Hombre",5,4,2500,40
"2023","05","018850","035","11","04","170103","Selva",5,4,"Hombre",5,4,2500,40
"2023","05","018850","077","11","01","170103","Selva",5,4,"Mujer",5,4,1300,48
"2023","05","018850","077","11","02","170103","Selva",5,4,"Hombre",5,4,1400,48
"2023","05","018850","117","11","02","170103","Selva",5,3,"Hombre",6,4,1390,54
"2023","05","018853","063","11","01","170302","Selva",5,4,"Hombre",9,4,2260,56
"2023","05","018853","097","11","01","170302","Selva",5,3,"Hombre",9,4,3437,40
"2023","05","018869","007","11","02","170101","Selva",8,4,"Hombre",6,4,1200,32
"2023","05","018869","079","11","02","170101","Selva",8,3,"Hombre",7,4,2500,56
"2023","05","018869","083","11","01","170101","Selva",8,4,"Hombre",3,4,1000,63
"2023","05","018900","023","11","01","180101","Costa",3,4,"Hombre",4,4,1200,48
"2023","05","018900","057","11","01","180101","Costa",3,3,"Hombre",9,4,7000,32
"2023","05","018900","073","11","02","180101","Costa",3,3,"Mujer",9,4,1000,63
"2023","05","018900","108","11","01","180101","Costa",3,3,"Hombre",5,4,1700,72
"2023","05","018903","023","11","01","180101","Costa",3,3,"Mujer",10,4,2600,45
"2023","05","018903","038","11","02","180101","Costa",3,3,"Hombre",10,4,5000,6
"2023","05","018903","050","11","02","180101","Costa",3,3,"Mujer",5,4,1135,48
"2023","05","018903","064","11","01","180101","Costa",3,3,"Mujer",7,4,2600,50
"2023","05","018903","064","11","02","180101","Costa",3,3,"Mujer",8,4,3500,48
"2023","05","018903","077","11","01","180101","Costa",3,3,"Mujer",6,4,1200,17
"2023","05","018903","130","11","02","180101","Costa",3,3,"Mujer",7,4,3200,30
"2023","05","018903","130","11","03","180101","Costa",3,3,"Hombre",5,4,2500,40
"2023","05","018903","130","11","04","180101","Costa",3,3,"Mujer",9,4,1500,40
"2023","05","018903","130","11","05","180101","Costa",3,3,"Hombre",9,4,1200,40
"2023","05","018912","034","11","02","180101","Costa",3,4,"Mujer",5,4,1025,48
"2023","05","018912","048","11","02","180101","Costa",3,6,"Mujer",5,4,800,40
"2023","05","018912","062","11","01","180101","Costa",3,4,"Hombre",2,4,2500,48
"2023","05","018912","062","11","02","180101","Costa",3,4,"Mujer",2,4,170,49
"2023","05","018912","077","11","01","180101","Costa",3,4,"Hombre",5,4,5700,44
"2023","05","018912","077","11","03","180101","Costa",3,4,"Hombre",6,4,2500,72
"2023","05","018912","091","11","01","180101","Costa",3,4,"Hombre",7,4,1800,10
"2023","05","018912","106","11","01","180101","Costa",3,4,"Mujer",3,4,1400,40
"2023","05","018912","106","11","04","180101","Costa",3,4,"Mujer",5,4,1400,40
"2023","05","018920","007","11","01","180101","Costa",3,4,"Hombre",5,4,1000,48
"2023","05","018920","007","11","04","180101","Costa",3,4,"Hombre",8,4,1300,48
"2023","05","018920","049","11","01","180101","Costa",3,4,"Hombre",4,4,2800,46
"2023","05","018920","049","11","03","180101","Costa",3,3,"Hombre",7,4,600,45
